Part number,Manufacturer,Alternative,Library Path,Library Ref,Footprint Path,Footprint Ref,Package,Value,Tolerance,ppm,Power,Voltage,Description,Component Note,gost BOM,Note
RC1206FR-0730K9L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"30,9k",1%,100,0.25,150,"RC1206FR-0730K9L, 1% 30,9k","1206 30,9k 1%","1206 30,9k 1%"," "
RC1206DR-0731K6L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"31,6k","0,5%",100,0.25,150,"RC1206DR-0731K6L, 0,5% 31,6k","1206 31,6k 0,5%","1206 31,6k 0,5%"," "
RC1206FR-0731K6L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"31,6k",1%,100,0.25,150,"RC1206FR-0731K6L, 1% 31,6k","1206 31,6k 1%","1206 31,6k 1%"," "
RC1206DR-0732K4L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"32,4k","0,5%",100,0.25,150,"RC1206DR-0732K4L, 0,5% 32,4k","1206 32,4k 0,5%","1206 32,4k 0,5%"," "
RC1206FR-0732K4L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"32,4k",1%,100,0.25,150,"RC1206FR-0732K4L, 1% 32,4k","1206 32,4k 1%","1206 32,4k 1%"," "
RC1206FR-0733KL,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,33k,1%,100,0.25,150,"RC1206FR-0733KL, 1% 33k",1206 33k 1%,1206 33k 1%," "
RC1206JR-0733KL,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,33k,5%,100,0.25,150,"RC1206JR-0733KL, 5% 33k",1206 33k 5%,1206 33k 5%," "
RC1206DR-0733K2L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"33,2k","0,5%",100,0.25,150,"RC1206DR-0733K2L, 0,5% 33,2k","1206 33,2k 0,5%","1206 33,2k 0,5%"," "
RC1206FR-0733K2L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"33,2k",1%,100,0.25,150,"RC1206FR-0733K2L, 1% 33,2k","1206 33,2k 1%","1206 33,2k 1%"," "
RC1206DR-0734KL,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,34k,"0,5%",100,0.25,150,"RC1206DR-0734KL, 0,5% 34k","1206 34k 0,5%","1206 34k 0,5%"," "
RC1206FR-0734KL,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,34k,1%,100,0.25,150,"RC1206FR-0734KL, 1% 34k",1206 34k 1%,1206 34k 1%," "
RC1206DR-0734K8L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"34,8k","0,5%",100,0.25,150,"RC1206DR-0734K8L, 0,5% 34,8k","1206 34,8k 0,5%","1206 34,8k 0,5%"," "
RC1206FR-0734K8L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"34,8k",1%,100,0.25,150,"RC1206FR-0734K8L, 1% 34,8k","1206 34,8k 1%","1206 34,8k 1%"," "
RC1206DR-0735K7L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"35,7k","0,5%",100,0.25,150,"RC1206DR-0735K7L, 0,5% 35,7k","1206 35,7k 0,5%","1206 35,7k 0,5%"," "
RC1206FR-0735K7L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"35,7k",1%,100,0.25,150,"RC1206FR-0735K7L, 1% 35,7k","1206 35,7k 1%","1206 35,7k 1%"," "
RC1206FR-0736KL,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,36k,1%,100,0.25,150,"RC1206FR-0736KL, 1% 36k",1206 36k 1%,1206 36k 1%," "
RC1206JR-0736KL,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,36k,5%,100,0.25,150,"RC1206JR-0736KL, 5% 36k",1206 36k 5%,1206 36k 5%," "
RC1206DR-0736K5L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"36,5k","0,5%",100,0.25,150,"RC1206DR-0736K5L, 0,5% 36,5k","1206 36,5k 0,5%","1206 36,5k 0,5%"," "
RC1206FR-0736K5L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"36,5k",1%,100,0.25,150,"RC1206FR-0736K5L, 1% 36,5k","1206 36,5k 1%","1206 36,5k 1%"," "
RC1206DR-0737K4L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"37,4k","0,5%",100,0.25,150,"RC1206DR-0737K4L, 0,5% 37,4k","1206 37,4k 0,5%","1206 37,4k 0,5%"," "
RC1206FR-0737K4L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"37,4k",1%,100,0.25,150,"RC1206FR-0737K4L, 1% 37,4k","1206 37,4k 1%","1206 37,4k 1%"," "
RC1206DR-0738K3L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"38,3k","0,5%",100,0.25,150,"RC1206DR-0738K3L, 0,5% 38,3k","1206 38,3k 0,5%","1206 38,3k 0,5%"," "
RC1206FR-0738K3L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"38,3k",1%,100,0.25,150,"RC1206FR-0738K3L, 1% 38,3k","1206 38,3k 1%","1206 38,3k 1%"," "
RC1206FR-0739KL,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,39k,1%,100,0.25,150,"RC1206FR-0739KL, 1% 39k",1206 39k 1%,1206 39k 1%," "
RC1206JR-0739KL,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,39k,5%,100,0.25,150,"RC1206JR-0739KL, 5% 39k",1206 39k 5%,1206 39k 5%," "
RC1206DR-0739K2L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"39,2k","0,5%",100,0.25,150,"RC1206DR-0739K2L, 0,5% 39,2k","1206 39,2k 0,5%","1206 39,2k 0,5%"," "
RC1206FR-0739K2L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"39,2k",1%,100,0.25,150,"RC1206FR-0739K2L, 1% 39,2k","1206 39,2k 1%","1206 39,2k 1%"," "
RC1206DR-0740K2L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"40,2k","0,5%",100,0.25,150,"RC1206DR-0740K2L, 0,5% 40,2k","1206 40,2k 0,5%","1206 40,2k 0,5%"," "
RC1206FR-0740K2L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"40,2k",1%,100,0.25,150,"RC1206FR-0740K2L, 1% 40,2k","1206 40,2k 1%","1206 40,2k 1%"," "
RC1206DR-0741K2L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"41,2k","0,5%",100,0.25,150,"RC1206DR-0741K2L, 0,5% 41,2k","1206 41,2k 0,5%","1206 41,2k 0,5%"," "
RC1206FR-0741K2L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"41,2k",1%,100,0.25,150,"RC1206FR-0741K2L, 1% 41,2k","1206 41,2k 1%","1206 41,2k 1%"," "
RC1206DR-0742K2L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"42,2k","0,5%",100,0.25,150,"RC1206DR-0742K2L, 0,5% 42,2k","1206 42,2k 0,5%","1206 42,2k 0,5%"," "
RC1206FR-0742K2L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"42,2k",1%,100,0.25,150,"RC1206FR-0742K2L, 1% 42,2k","1206 42,2k 1%","1206 42,2k 1%"," "
RC1206FR-0743KL,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,43k,1%,100,0.25,150,"RC1206FR-0743KL, 1% 43k",1206 43k 1%,1206 43k 1%," "
RC1206JR-0743KL,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,43k,5%,100,0.25,150,"RC1206JR-0743KL, 5% 43k",1206 43k 5%,1206 43k 5%," "
RC1206DR-0743K2L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"43,2k","0,5%",100,0.25,150,"RC1206DR-0743K2L, 0,5% 43,2k","1206 43,2k 0,5%","1206 43,2k 0,5%"," "
RC1206FR-0743K2L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"43,2k",1%,100,0.25,150,"RC1206FR-0743K2L, 1% 43,2k","1206 43,2k 1%","1206 43,2k 1%"," "
RC1206DR-0744K2L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"44,2k","0,5%",100,0.25,150,"RC1206DR-0744K2L, 0,5% 44,2k","1206 44,2k 0,5%","1206 44,2k 0,5%"," "
RC1206FR-0744K2L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"44,2k",1%,100,0.25,150,"RC1206FR-0744K2L, 1% 44,2k","1206 44,2k 1%","1206 44,2k 1%"," "
RC1206DR-0745K3L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"45,3k","0,5%",100,0.25,150,"RC1206DR-0745K3L, 0,5% 45,3k","1206 45,3k 0,5%","1206 45,3k 0,5%"," "
RC1206FR-0745K3L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"45,3k",1%,100,0.25,150,"RC1206FR-0745K3L, 1% 45,3k","1206 45,3k 1%","1206 45,3k 1%"," "
RC1206DR-0746K4L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"46,4k","0,5%",100,0.25,150,"RC1206DR-0746K4L, 0,5% 46,4k","1206 46,4k 0,5%","1206 46,4k 0,5%"," "
RC1206FR-0746K4L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"46,4k",1%,100,0.25,150,"RC1206FR-0746K4L, 1% 46,4k","1206 46,4k 1%","1206 46,4k 1%"," "
RC1206FR-0747KL,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,47k,1%,100,0.25,150,"RC1206FR-0747KL, 1% 47k",1206 47k 1%,1206 47k 1%," "
RC1206JR-0747KL,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,47k,5%,100,0.25,150,"RC1206JR-0747KL, 5% 47k",1206 47k 5%,1206 47k 5%," "
RC1206DR-0747K5L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"47,5k","0,5%",100,0.25,150,"RC1206DR-0747K5L, 0,5% 47,5k","1206 47,5k 0,5%","1206 47,5k 0,5%"," "
RC1206FR-0747K5L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"47,5k",1%,100,0.25,150,"RC1206FR-0747K5L, 1% 47,5k","1206 47,5k 1%","1206 47,5k 1%"," "
RC1206DR-0748K7L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"48,7k","0,5%",100,0.25,150,"RC1206DR-0748K7L, 0,5% 48,7k","1206 48,7k 0,5%","1206 48,7k 0,5%"," "
RC1206FR-0748K7L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"48,7k",1%,100,0.25,150,"RC1206FR-0748K7L, 1% 48,7k","1206 48,7k 1%","1206 48,7k 1%"," "
RC1206DR-0749K9L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"49,9k","0,5%",100,0.25,150,"RC1206DR-0749K9L, 0,5% 49,9k","1206 49,9k 0,5%","1206 49,9k 0,5%"," "
RC1206FR-0749K9L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"49,9k",1%,100,0.25,150,"RC1206FR-0749K9L, 1% 49,9k","1206 49,9k 1%","1206 49,9k 1%"," "
RC1206FR-0751KL,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,51k,1%,100,0.25,150,"RC1206FR-0751KL, 1% 51k",1206 51k 1%,1206 51k 1%," "
RC1206JR-0751KL,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,51k,5%,100,0.25,150,"RC1206JR-0751KL, 5% 51k",1206 51k 5%,1206 51k 5%," "
RC1206DR-0751K1L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"51,1k","0,5%",100,0.25,150,"RC1206DR-0751K1L, 0,5% 51,1k","1206 51,1k 0,5%","1206 51,1k 0,5%"," "
RC1206FR-0751K1L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"51,1k",1%,100,0.25,150,"RC1206FR-0751K1L, 1% 51,1k","1206 51,1k 1%","1206 51,1k 1%"," "
RC1206DR-0752K3L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"52,3k","0,5%",100,0.25,150,"RC1206DR-0752K3L, 0,5% 52,3k","1206 52,3k 0,5%","1206 52,3k 0,5%"," "
RC1206FR-0752K3L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"52,3k",1%,100,0.25,150,"RC1206FR-0752K3L, 1% 52,3k","1206 52,3k 1%","1206 52,3k 1%"," "
RC1206DR-0753K6L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"53,6k","0,5%",100,0.25,150,"RC1206DR-0753K6L, 0,5% 53,6k","1206 53,6k 0,5%","1206 53,6k 0,5%"," "
RC1206FR-0753K6L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"53,6k",1%,100,0.25,150,"RC1206FR-0753K6L, 1% 53,6k","1206 53,6k 1%","1206 53,6k 1%"," "
RC1206DR-0754K9L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"54,9k","0,5%",100,0.25,150,"RC1206DR-0754K9L, 0,5% 54,9k","1206 54,9k 0,5%","1206 54,9k 0,5%"," "
RC1206FR-0754K9L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"54,9k",1%,100,0.25,150,"RC1206FR-0754K9L, 1% 54,9k","1206 54,9k 1%","1206 54,9k 1%"," "
RC1206FR-0756KL,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,56k,1%,100,0.25,150,"RC1206FR-0756KL, 1% 56k",1206 56k 1%,1206 56k 1%," "
RC1206JR-0756KL,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,56k,5%,100,0.25,150,"RC1206JR-0756KL, 5% 56k",1206 56k 5%,1206 56k 5%," "
RC1206DR-0756K2L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"56,2k","0,5%",100,0.25,150,"RC1206DR-0756K2L, 0,5% 56,2k","1206 56,2k 0,5%","1206 56,2k 0,5%"," "
RC1206FR-0756K2L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"56,2k",1%,100,0.25,150,"RC1206FR-0756K2L, 1% 56,2k","1206 56,2k 1%","1206 56,2k 1%"," "
RC1206DR-0757K6L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"57,6k","0,5%",100,0.25,150,"RC1206DR-0757K6L, 0,5% 57,6k","1206 57,6k 0,5%","1206 57,6k 0,5%"," "
RC1206FR-0757K6L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"57,6k",1%,100,0.25,150,"RC1206FR-0757K6L, 1% 57,6k","1206 57,6k 1%","1206 57,6k 1%"," "
RC1206DR-0759KL,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,59k,"0,5%",100,0.25,150,"RC1206DR-0759KL, 0,5% 59k","1206 59k 0,5%","1206 59k 0,5%"," "
RC1206FR-0759KL,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,59k,1%,100,0.25,150,"RC1206FR-0759KL, 1% 59k",1206 59k 1%,1206 59k 1%," "
RC1206DR-0760K4L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"60,4k","0,5%",100,0.25,150,"RC1206DR-0760K4L, 0,5% 60,4k","1206 60,4k 0,5%","1206 60,4k 0,5%"," "
RC1206FR-0760K4L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"60,4k",1%,100,0.25,150,"RC1206FR-0760K4L, 1% 60,4k","1206 60,4k 1%","1206 60,4k 1%"," "
RC1206DR-0761K9L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"61,9k","0,5%",100,0.25,150,"RC1206DR-0761K9L, 0,5% 61,9k","1206 61,9k 0,5%","1206 61,9k 0,5%"," "
RC1206FR-0761K9L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"61,9k",1%,100,0.25,150,"RC1206FR-0761K9L, 1% 61,9k","1206 61,9k 1%","1206 61,9k 1%"," "
RC1206FR-0762KL,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,62k,1%,100,0.25,150,"RC1206FR-0762KL, 1% 62k",1206 62k 1%,1206 62k 1%," "
RC1206JR-0762KL,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,62k,5%,100,0.25,150,"RC1206JR-0762KL, 5% 62k",1206 62k 5%,1206 62k 5%," "
RC1206DR-0763K4L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"63,4k","0,5%",100,0.25,150,"RC1206DR-0763K4L, 0,5% 63,4k","1206 63,4k 0,5%","1206 63,4k 0,5%"," "
RC1206FR-0763K4L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"63,4k",1%,100,0.25,150,"RC1206FR-0763K4L, 1% 63,4k","1206 63,4k 1%","1206 63,4k 1%"," "
RC1206DR-0764K9L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"64,9k","0,5%",100,0.25,150,"RC1206DR-0764K9L, 0,5% 64,9k","1206 64,9k 0,5%","1206 64,9k 0,5%"," "
RC1206FR-0764K9L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"64,9k",1%,100,0.25,150,"RC1206FR-0764K9L, 1% 64,9k","1206 64,9k 1%","1206 64,9k 1%"," "
RC1206DR-0766K5L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"66,5k","0,5%",100,0.25,150,"RC1206DR-0766K5L, 0,5% 66,5k","1206 66,5k 0,5%","1206 66,5k 0,5%"," "
RC1206FR-0766K5L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"66,5k",1%,100,0.25,150,"RC1206FR-0766K5L, 1% 66,5k","1206 66,5k 1%","1206 66,5k 1%"," "
RC1206FR-0768KL,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,68k,1%,100,0.25,150,"RC1206FR-0768KL, 1% 68k",1206 68k 1%,1206 68k 1%," "
RC1206JR-0768KL,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,68k,5%,100,0.25,150,"RC1206JR-0768KL, 5% 68k",1206 68k 5%,1206 68k 5%," "
RC1206DR-0768K1L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"68,1k","0,5%",100,0.25,150,"RC1206DR-0768K1L, 0,5% 68,1k","1206 68,1k 0,5%","1206 68,1k 0,5%"," "
RC1206FR-0768K1L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"68,1k",1%,100,0.25,150,"RC1206FR-0768K1L, 1% 68,1k","1206 68,1k 1%","1206 68,1k 1%"," "
RC1206DR-0769K8L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"69,8k","0,5%",100,0.25,150,"RC1206DR-0769K8L, 0,5% 69,8k","1206 69,8k 0,5%","1206 69,8k 0,5%"," "
RC1206FR-0769K8L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"69,8k",1%,100,0.25,150,"RC1206FR-0769K8L, 1% 69,8k","1206 69,8k 1%","1206 69,8k 1%"," "
RC1206DR-0771K5L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"71,5k","0,5%",100,0.25,150,"RC1206DR-0771K5L, 0,5% 71,5k","1206 71,5k 0,5%","1206 71,5k 0,5%"," "
RC1206FR-0771K5L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"71,5k",1%,100,0.25,150,"RC1206FR-0771K5L, 1% 71,5k","1206 71,5k 1%","1206 71,5k 1%"," "
RC1206DR-0773K2L,Yageo," ",Resistor_1206.Schlib,Resistor_1206,PCB - RESISTOR - CHIP - RES 1206_3216.PCBLIB,RES 1206_3216,SMD 1206,"73,2k","0,5%",100,0.25,150,"RC1206DR-0773K2L, 0,5% 73,2k","1206 73,2k 0,5%","1206 73,2k 0,5%"," "
